Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,1998,1998,tonnes,21544.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,1975,1975,tonnes,21538.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,1985,1985,tonnes,21345.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,2003,2003,tonnes,21309.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,1973,1973,tonnes,21166.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0111,Wheat,2000,2000,tonnes,21001.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,2007,2007,tonnes,20977.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,2001,2001,tonnes,20652.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,2017,2017,tonnes,20638.54,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1977,1977,tonnes,20521.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39120.01,Bran of wheat,1975,1975,tonnes,20256.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,1999,1999,tonnes,20233.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0111,Wheat,1997,1997,tonnes,20231.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,1969,1969,tonnes,20221.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39160,Brewing or distilling dregs and waste,2020,2020,tonnes,20217.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1987,1987,tonnes,19577.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,1979,1979,tonnes,19330.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0112,Maize (corn),1970,1970,tonnes,18988.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,21910.03,Cake of  soya beans,1961,1961,tonnes,18930.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,1989,1989,tonnes,18595.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39130.04,Gluten feed and meal,2015,2015,tonnes,17997.1,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,1986,1986,tonnes,17984.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,2012,2012,tonnes,17781.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,2015,2015,tonnes,17590.4,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39130.04,Gluten feed and meal,2017,2017,tonnes,17568.6,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,02211,Raw milk of cattle,2014,2014,tonnes,17533.3,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,02211,Raw milk of cattle,1989,1989,tonnes,17494.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,2013,2013,tonnes,17409.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,1972,1972,tonnes,17299.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,2011,2011,tonnes,17252.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1986,1986,tonnes,17096.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,2007,2007,tonnes,16986.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,1963,1963,tonnes,16900.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,2021,2021,tonnes,16129.16,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,23540,Molasses,1967,1967,tonnes,15930.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,2014,2014,tonnes,15926.35,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,1961,1961,tonnes,15876.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0111,Wheat,2021,2021,tonnes,15634.85,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39130.04,Gluten feed and meal,2020,2020,tonnes,15592.5,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39160,Brewing or distilling dregs and waste,2015,2015,tonnes,15497.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0111,Wheat,2016,2016,tonnes,15482.51,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,2008,2008,tonnes,15392.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0111,Wheat,1996,1996,tonnes,15375.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39160,Brewing or distilling dregs and waste,2019,2019,tonnes,15205.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39160,Brewing or distilling dregs and waste,2013,2013,tonnes,15085.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39160,Brewing or distilling dregs and waste,2014,2014,tonnes,14967.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39170.01,Food wastes,1993,1993,tonnes,14911.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0112,Maize (corn),1973,1973,tonnes,14693.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,21910.03,Cake of  soya beans,1997,1997,tonnes,14603.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,2019,2019,tonnes,14490.85,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39130.04,Gluten feed and meal,2008,2008,tonnes,14389.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0112,Maize (corn),1968,1968,tonnes,14361.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1985,1985,tonnes,14280.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0112,Maize (corn),1971,1971,tonnes,14224.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0112,Maize (corn),1967,1967,tonnes,14180.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,1966,1966,tonnes,13883.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0112,Maize (corn),1969,1969,tonnes,13866.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,2010,2010,tonnes,13753.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,1990,1990,tonnes,13711.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,1973,1973,tonnes,13679.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,1967,1967,tonnes,13600.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0111,Wheat,1999,1999,tonnes,13549.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,1986,1986,tonnes,13526.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,2007,2007,tonnes,13476.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,2010,2010,tonnes,13410.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,2006,2006,tonnes,13249.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2002,2002,tonnes,13209.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39130.04,Gluten feed and meal,2007,2007,tonnes,13201.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,1983,1983,tonnes,13190.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,1975,1975,tonnes,13040.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,2005,2005,tonnes,13032.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,1970,1970,tonnes,12948.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,23540,Molasses,1963,1963,tonnes,12916.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,1984,1984,tonnes,12908.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0111,Wheat,2020,2020,tonnes,12842.2,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,1985,1985,tonnes,12702.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39130.04,Gluten feed and meal,2009,2009,tonnes,12701.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,23540,Molasses,1962,1962,tonnes,12669.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,2006,2006,tonnes,12653.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0112,Maize (corn),2006,2006,tonnes,12629.0,T,Unofficial figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,02211,Raw milk of cattle,2015,2015,tonnes,12413.8,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1971,1971,tonnes,12200.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1972,1972,tonnes,12100.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1984,1984,tonnes,11989.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39160,Brewing or distilling dregs and waste,2016,2016,tonnes,11809.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0112,Maize (corn),1998,1998,tonnes,11760.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,2017,2017,tonnes,11709.3,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,23540,Molasses,2016,2016,tonnes,11541.93,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1982,1982,tonnes,11482.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,1995,1995,tonnes,11459.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,2013,2013,tonnes,11448.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,1974,1974,tonnes,11304.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,1997,1997,tonnes,11167.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,1987,1987,tonnes,11004.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39130.04,Gluten feed and meal,2021,2021,tonnes,10983.54,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,1986,1986,tonnes,10926.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,2004,2004,tonnes,10755.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,1990,1990,tonnes,10717.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,1995,1995,tonnes,10688.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1975,1975,tonnes,10678.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,2020,2020,tonnes,10634.41,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,1974,1974,tonnes,10613.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39130.04,Gluten feed and meal,1977,1977,tonnes,10494.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1974,1974,tonnes,10417.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1983,1983,tonnes,10181.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,2012,2012,tonnes,10094.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,2021,2021,tonnes,10026.49,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1973,1973,tonnes,9943.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,23540,Molasses,2018,2018,tonnes,9845.68,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,1993,1993,tonnes,9845.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,1981,1981,tonnes,9843.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,2018,2018,tonnes,9720.51,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,2015,2015,tonnes,9619.39,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,2019,2019,tonnes,9557.34,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1992,1992,tonnes,9493.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,1988,1988,tonnes,9460.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,1995,1995,tonnes,9456.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,1978,1978,tonnes,9362.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,1998,1998,tonnes,9341.0,T,Unofficial figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1970,1970,tonnes,9300.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39130.04,Gluten feed and meal,2020,2020,tonnes,9283.99,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,02211,Raw milk of cattle,2017,2017,tonnes,9236.51,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39120.01,Bran of wheat,1999,1999,tonnes,9201.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,02211,Raw milk of cattle,2016,2016,tonnes,8965.48,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1969,1969,tonnes,8900.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,1968,1968,tonnes,8797.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1979,1979,tonnes,8728.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,1994,1994,tonnes,8700.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,1996,1996,tonnes,8673.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,2013,2013,tonnes,8380.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1980,1980,tonnes,8350.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,23540,Molasses,2019,2019,tonnes,8339.08,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1981,1981,tonnes,8334.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2000,2000,tonnes,8306.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,1980,1980,tonnes,8240.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1964,1964,tonnes,8200.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39120.01,Bran of wheat,2000,2000,tonnes,8150.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0111,Wheat,2004,2004,tonnes,8118.0,T,Unofficial figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,1992,1992,tonnes,8073.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,1971,1971,tonnes,8073.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,02211,Raw milk of cattle,2018,2018,tonnes,8018.72,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,1997,1997,tonnes,7987.0,T,Unofficial figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0112,Maize (corn),2004,2004,tonnes,7940.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,2001,2001,tonnes,7870.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,23540,Molasses,2017,2017,tonnes,7762.15,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,1993,1993,tonnes,7756.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,1994,1994,tonnes,7741.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0112,Maize (corn),1972,1972,tonnes,7722.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0112,Maize (corn),1977,1977,tonnes,7663.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,1982,1982,tonnes,7654.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,1983,1983,tonnes,7636.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,23540,Molasses,2015,2015,tonnes,7627.4,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,1987,1987,tonnes,7597.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,21910.03,Cake of  soya beans,1992,1992,tonnes,7586.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,23540,Molasses,1995,1995,tonnes,7542.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39160,Brewing or distilling dregs and waste,2008,2008,tonnes,7477.0,T,Unofficial figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1990,1990,tonnes,7469.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0112,Maize (corn),2017,2017,tonnes,7468.44,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,2011,2011,tonnes,7446.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39130.04,Gluten feed and meal,2019,2019,tonnes,7260.53,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,23540,Molasses,1961,1961,tonnes,7218.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,1972,1972,tonnes,7064.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39130.04,Gluten feed and meal,2021,2021,tonnes,6935.74,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39130.04,Gluten feed and meal,2019,2019,tonnes,6927.17,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0112,Maize (corn),1999,1999,tonnes,6899.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39130.04,Gluten feed and meal,2018,2018,tonnes,6879.2,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,1992,1992,tonnes,6807.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,1985,1985,tonnes,6728.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,1991,1991,tonnes,6726.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,1980,1980,tonnes,6722.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1968,1968,tonnes,6702.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1991,1991,tonnes,6695.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,1991,1991,tonnes,6627.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1962,1962,tonnes,6594.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,1981,1981,tonnes,6542.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,1984,1984,tonnes,6468.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0112,Maize (corn),1976,1976,tonnes,6464.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1993,1993,tonnes,6441.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39130.04,Gluten feed and meal,1983,1983,tonnes,6346.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,1979,1979,tonnes,6325.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1989,1989,tonnes,6314.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,23540,Molasses,1964,1964,tonnes,6307.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,02211,Raw milk of cattle,1993,1993,tonnes,6306.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,1989,1989,tonnes,6158.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0112,Maize (corn),2014,2014,tonnes,6149.83,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,1984,1984,tonnes,6142.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0112,Maize (corn),2005,2005,tonnes,6140.0,T,Unofficial figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,1982,1982,tonnes,6093.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39130.04,Gluten feed and meal,2010,2010,tonnes,6092.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,1996,1996,tonnes,6000.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,1979,1979,tonnes,5943.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,02211,Raw milk of cattle,2019,2019,tonnes,5936.39,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39130.04,Gluten feed and meal,2017,2017,tonnes,5845.43,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,1991,1991,tonnes,5841.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1963,1963,tonnes,5800.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,1989,1989,tonnes,5795.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,1983,1983,tonnes,5782.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1996,1996,tonnes,5775.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,1985,1985,tonnes,5721.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,24490,Other non-alcoholic caloric beverages,1994,1994,tonnes,5652.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39160,Brewing or distilling dregs and waste,2015,2015,tonnes,5608.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,1993,1993,tonnes,5576.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39120.01,Bran of wheat,2019,2019,tonnes,5553.08,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,1990,1990,tonnes,5551.0,A,Official figure
TCL,Crops and livestock products,372,Ireland,5610,Import Quantity,39170.01,Food wastes,1961,1961,tonnes,5536.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39130.04,Gluten feed and meal,2016,2016,tonnes,5519.6,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,02211,Raw milk of cattle,2004,2004,tonnes,5502.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,23540,Molasses,2005,2005,tonnes,5483.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,1976,1976,tonnes,5483.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,0112,Maize (corn),2003,2003,tonnes,5476.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,39170.01,Food wastes,1992,1992,tonnes,5472.0,A,Official figure
TCL,Crops and livestock products,246,Finland,5610,Import Quantity,0111,Wheat,1974,1974,tonnes,5448.0,A,Official figure
TCL,Crops and livestock products,703,Slovakia,5610,Import Quantity,39130.04,Gluten feed and meal,1996,1996,tonnes,5413.0,A,Official figure
