,tweet_raw,sent_raw,tweet_clr,sent_clr,tweet_st,sent_st,tweet_lm,sent_lm
122,"@ameetdhakal @yuvarajstory Nepal is getting too expensive for average traveller, especially when the west is going through inflation and high cost of living. There are numerous cheaper alternatives in Europe and its not far. There has not been concrete policy on tourism despite the expected boom.",negative,nepal getting expensive average traveller especially west going inflation high cost living numerous cheaper alternatives europe far concrete policy tourism despite expected boom,negative,nepal get expens averag travel especi west go inflat high cost live numer cheaper altern europ far concret polici tourism despit expect boom,positive,nepal getting expensive average traveller especially west going inflation high cost living numerous cheap alternatives europe far concrete policy tourism despite expected boom,positive
123,The Spanish government announced several measures to help people cope with inflation. https://t.co/ZankCu6KF0,neutral,spanish government announced several measures help people cope inflation,neutral,spanish govern announc sever measur help peopl cope inflat,neutral,spanish government announced several measures help people cope inflation,neutral
124,"@e_considine @BriannaWu @LOLGOP You brought up affirming international law.
And while we obviously want to give money to weapons makers, treaties would the way to help Ukrainians. That is if we wanted to help Ukraine, which we do not.
https://t.co/JIM4Be3DEh",neutral,brought affirming international law obviously want give money weapons makers treaties would way help ukrainians wanted help ukraine,neutral,brought affirm intern law obvious want give money weapon maker treati would way help ukrainian want help ukrain,neutral,brought affirming international law obviously want give money weapons makers treaties would way help ukrainians wanted help ukraine,neutral
125,"2/ there will be volatility into the new year. As much as we are battling with sticky inflation, Europe risk, etc., we could likely find some bottom within the first half of next year.",positive,volatility new year much battling sticky inflation europe risk etc could likely find bottom within first half next year,positive,volatil new year much battl sticki inflat europ risk etc could like find bottom within first half next year,positive,volatility new year much battling sticky inflation europe risk etc could likely find bottom within first half next year,positive
126,"The euro area faces a “very difficult economic situation” that will test individuals and businesses,

“The high inflation rates that we are seeing across Europe are coinciding with an economic slowdown and low growth,” https://t.co/u6DrwXNi4d",negative,euro area faces difficult economic situation test individuals businesses high inflation rates seeing across europe coinciding economic slowdown low growth,positive,euro area face difficult econom situat test individu busi high inflat rate see across europ coincid econom slowdown low growth,negative,euro area faces difficult economic situation test individuals businesses high inflation rates seeing across europe coinciding economic slowdown low growth,positive
127,"@batalasart @HempJoco @NotKevinSeifert @ImMeme0 Yes, that helps and note the dates. As I said, agriculture arrived in Africa at least 6000 years after out-of-Africa, and then limited only in West Africa (Bantus). Europe saw agriculture thousands of years before, starting around 7000 BC and widespread by 5000 BC.
1/",negative,yes helps note dates said agriculture arrived africa least years africa limited west africa bantus europe saw agriculture thousands years starting around bc widespread bc,negative,ye help note date said agricultur arriv africa least year africa limit west africa bantu europ saw agricultur thousand year start around bc widespread bc,negative,yes helps note dates said agriculture arrived africa least years africa limited west africa bantus europe saw agriculture thousands years starting around bc widespread bc,negative
128,"@m38886281 @G_Abdulazeez @DefenceU Can someone explain what value Ukraine brjngs other than it’s closer to Europe? Do they have oil? Agriculture? good economy? I don’t get it, what is their driving factor?",positive,someone explain value ukraine brjngs closer europe oil agriculture good economy get driving factor,positive,someon explain valu ukrain brjng closer europ oil agricultur good economi get drive factor,positive,someone explain value ukraine brjngs close europe oil agriculture good economy get driving factor,positive
129,"I'm convinced, Biden and his controllers hate America. Look at the southern border for reference, as well as crime statistics, inflation, and a war in Europe. This is all purposeful. Oh, and the recent poison pill spending bill - it is farcical.",negative,convinced biden controllers hate america look southern border reference well crime statistics inflation war europe purposeful oh recent poison pill spending bill farcical,negative,convinc biden control hate america look southern border refer well crime statist inflat war europ purpos oh recent poison pill spend bill farcic,negative,convinced biden controllers hate america look southern border reference well crime statistics inflation war europe purposeful oh recent poison pill spending bill farcical,negative
130,"@WarrenPies A question boss, do you follow inflation in Japan &amp; Europe too? Cuz it looks like it hasn't peaked over there yet, and US Treasury yields are following theirs too, so sell off in #TLT and our bond market not over yet... Thanks @WarrenPies",positive,question boss follow inflation japan amp europe cuz looks like peaked yet us treasury yields following sell tlt bond market yet thanks,positive,question boss follow inflat japan amp europ cuz look like peak yet us treasuri yield follow sell tlt bond market yet thank,neutral,question boss follow inflation japan amp europe cuz looks like peaked yet us treasury yields following sell tlt bond market yet thanks,positive
131,"War, energy crisis, inflation, parliament corruption.
Here's a look at the top five stories for the EU this past year. 🧐 https://t.co/1AocYVfGWh",positive,war energy crisis inflation parliament corruption look top five stories eu past year,positive,war energi crisi inflat parliament corrupt look top five stori eu past year,negative,war energy crisis inflation parliament corruption look top five stories eu past year,positive
132,Inflation in the Baltics: a warning for the rest of Europe https://t.co/iEsVKfz7iS,neutral,inflation baltics warning rest europe,neutral,inflat baltic warn rest europ,neutral,inflation baltics warning rest europe,neutral
133,Inflation in the Baltics: a warning for the rest of Europe - https://t.co/6Hrj24gb6G via @FT,neutral,inflation baltics warning rest europe via,neutral,inflat baltic warn rest europ via,neutral,inflation baltics warning rest europe via,neutral
134,"Inflation is above 20% in Lithuania, Latvia, and Estonia - but there's little sign of panic yet, and even a sense that the rest of Europe could suffer more even if with lower inflation https://t.co/wxxFUaL48G",positive,inflation lithuania latvia estonia little sign panic yet even sense rest europe could suffer even lower inflation,negative,inflat lithuania latvia estonia littl sign panic yet even sens rest europ could suffer even lower inflat,neutral,inflation lithuania latvia estonia little sign panic yet even sense rest europe could suffer even low inflation,negative
135,"@GordonJohnson19 Hey Gordon, all it took was a proxy world war in Europe, the highest inflation in 40 years, and Elon overpaying for Twitter and selling $40B in stock for you to be correct about the stock price. Well done Nostradamus! 😂",neutral,hey gordon took proxy world war europe highest inflation years elon overpaying twitter selling b stock correct stock price well done nostradamus,neutral,hey gordon took proxi world war europ highest inflat year elon overpay twitter sell b stock correct stock price well done nostradamu,neutral,hey gordon took proxy world war europe high inflation years elon overpaying twitter selling b stock correct stock price well done nostradamus,positive
136,"@KimDotcom Russia is just keeping it ticking along to bleed the US and Europe dry economically.

China is on board with all the 'Covid lockdowns', shutting down economically, to drive inflation in the US through the roof deliberately.

This will keep going until the US breaks, which is soon",positive,russia keeping ticking along bleed us europe dry economically china board covid lockdowns shutting economically drive inflation us roof deliberately keep going us breaks soon,positive,russia keep tick along bleed us europ dri econom china board covid lockdown shut econom drive inflat us roof deliber keep go us break soon,neutral,russia keeping ticking along bleed us europe dry economically china board covid lockdowns shutting economically drive inflation us roof deliberately keep going us breaks soon,positive
137,"Ukraine’s economy was projected to shrink about 40% this year, with agriculture and other crucial sectors starkly affected by Russia’s invasion. https://t.co/up3Uqaf5Ag",negative,ukraine economy projected shrink year agriculture crucial sectors starkly affected russia invasion,negative,ukrain economi project shrink year agricultur crucial sector starkli affect russia invas,neutral,ukraine economy projected shrink year agriculture crucial sectors starkly affected russia invasion,negative
138,"@TolgaBabaoglu1 @ragipsoylu Did you suggest that -  Your people are used to misery, so 100% inflation is no big deal?😅 
https://t.co/UgtGCPH2Jh",neutral,suggest people used misery inflation big deal,neutral,suggest peopl use miseri inflat big deal,neutral,suggest people used misery inflation big deal,neutral
139,"@WhiteHouse And this helps decades high inflation how?

Nothing is free, taxpayers are on the hook for this one way or another.

Between yeet'ing billions into Europe's war and building factories for big tech companies that profit billions a year middle America is getting nothing",positive,helps decades high inflation nothing free taxpayers hook one way another yeet ing billions europe war building factories big tech companies profit billions year middle america getting nothing,positive,help decad high inflat noth free taxpay hook one way anoth yeet ing billion europ war build factori big tech compani profit billion year middl america get noth,positive,helps decades high inflation nothing free taxpayers hook one way another yeet ing billions europe war building factories big tech companies profit billions year middle america getting nothing,positive
140,The Spanish government announced several measures to help people cope with inflation. https://t.co/eGFuuLrUZ1,neutral,spanish government announced several measures help people cope inflation,neutral,spanish govern announc sever measur help peopl cope inflat,neutral,spanish government announced several measures help people cope inflation,neutral
141,Europe accuses US of profiting from war https://t.co/BgONP3tUtg,neutral,europe accuses us profiting war,neutral,europ accus us profit war,neutral,europe accuses us profiting war,neutral
142,FT - Inflation in the Baltics: a warning for the rest of Europe https://t.co/T1COvlOiMS,neutral,ft inflation baltics warning rest europe,neutral,ft inflat baltic warn rest europ,neutral,ft inflation baltics warning rest europe,neutral
143,Inflation in the Baltics: a warning for the rest of Europe https://t.co/BonjsYsVi0,neutral,inflation baltics warning rest europe,neutral,inflat baltic warn rest europ,neutral,inflation baltics warning rest europe,neutral
144,"@LuciousV3 @big_mike_dallas @billscountry @Darthagent @RadioCass @markpoloncarz @nyspolice Fedex is heavily dependent on imports, Asia has been dealing with a healthcare crisis, Europe dealing with an energy crisis, inflation is global, the job market continues to grow, demand is high for the goods that were paused during the lockdowns, semiconductor chips are…",negative,fedex heavily dependent imports asia dealing healthcare crisis europe dealing energy crisis inflation global job market continues grow demand high goods paused lockdowns semiconductor chips,negative,fedex heavili depend import asia deal healthcar crisi europ deal energi crisi inflat global job market continu grow demand high good paus lockdown semiconductor chip,positive,fedex heavily dependent imports asia dealing healthcare crisis europe dealing energy crisis inflation global job market continues grow demand high goods paused lockdowns semiconductor chips,negative
145,"@KateYou88070682 @BBCNews @resfoundation We have a trade deal THICKO. 
Are you blaming the worldwide cost of living crisis on Brexit THICKO? 
The one caused by the war and COVID THICKO? https://t.co/pLTGv1nbkU",neutral,trade deal thicko blaming worldwide cost living crisis brexit thicko one caused war covid thicko,neutral,trade deal thicko blame worldwid cost live crisi brexit thicko one caus war covid thicko,positive,trade deal thicko blaming worldwide cost living crisis brexit thicko one caused war covid thicko,neutral
146,"with low inflation and a soaring current account surplus

not that much can go wrong in Russia

https://t.co/xuUNJB9BQI",negative,low inflation soaring current account surplus much go wrong russia,negative,low inflat soar current account surplu much go wrong russia,negative,low inflation soaring current account surplus much go wrong russia,negative
147,"Putin sanctions Unfriendly Countries in Europe who adheres to keep the American dictated Oil price Cap.
Inflation rate Italy 11.8%, UK 10.7%, Euro Area 10.1%
Germany 10%, Netherlands 9.9%, USA 7.1% &amp; France 6.2%
Merry Christmas to the Collective West.
#Wagner #Brussels #Russia",neutral,putin sanctions unfriendly countries europe adheres keep american dictated oil price cap inflation rate italy uk euro area germany netherlands usa amp france merry christmas collective west wagner brussels russia,neutral,putin sanction unfriendli countri europ adher keep american dictat oil price cap inflat rate itali uk euro area germani netherland usa amp franc merri christma collect west wagner brussel russia,neutral,putin sanctions unfriendly countries europe adheres keep american dictated oil price cap inflation rate italy uk euro area germany netherlands usa amp france merry christmas collective west wagner brussels russia,neutral
148,@UmbassNostrad This is worldwide inflation. It's much worse in Europe. Gain some knowledge. Wake up and learn.,negative,worldwide inflation much worse europe gain knowledge wake learn,negative,worldwid inflat much wors europ gain knowledg wake learn,positive,worldwide inflation much bad europe gain knowledge wake learn,negative
149,"Whalechart names five worst-performing cryptos of 2022 Whalechart names five worst-performing cryptos of 2022 The crypto market has experienced a lot in 2022: war in Europe, record-high inflation in the US, the demise of Terra and FTX, a great... https://t.co/cEhlOSZDYe",positive,whalechart names five worst performing cryptos whalechart names five worst performing cryptos crypto market experienced lot war europe record high inflation us demise terra ftx great,negative,whalechart name five worst perform crypto whalechart name five worst perform crypto crypto market experienc lot war europ record high inflat us demis terra ftx great,negative,whalechart names five bad performing cryptos whalechart names five bad performing cryptos crypto market experienced lot war europe record high inflation us demise terra ftx great,positive
150,@Lady__Seraphina @Femi_Sorry So it’s a competition of which country is in the worst state . You are sad https://t.co/NcLul576rz,negative,competition country worst state sad,negative,competit countri worst state sad,negative,competition country bad state sad,negative
151,"Brussels won't like this!

The Spanish government announced several measures to help people cope with inflation. https://t.co/rZQOjDzJc9",neutral,brussels like spanish government announced several measures help people cope inflation,neutral,brussel like spanish govern announc sever measur help peopl cope inflat,neutral,brussels like spanish government announced several measures help people cope inflation,neutral
152,"The self-suicidal #Europe: Prepare to double down on your silly decision or suffer further inflation and cut off electricity in February 2023.

Putin bans Russian oil exports to countries that implement price cap https://t.co/GpfyhHCtXj",negative,self suicidal europe prepare double silly decision suffer inflation cut electricity february putin bans russian oil exports countries implement price cap,negative,self suicid europ prepar doubl silli decis suffer inflat cut electr februari putin ban russian oil export countri implement price cap,neutral,self suicidal europe prepare double silly decision suffer inflation cut electricity february putin bans russian oil exports countries implement price cap,negative
153,"@Eng_Bandar511 weak demand fundamentals are expected to pick up from seasonal lows over Christmas in the initial stages of H1 2023 but inflation and the ongoing Russia-Ukraine war will likely extend overall market length, in Europe",negative,weak demand fundamentals expected pick seasonal lows christmas initial stages h inflation ongoing russia ukraine war likely extend overall market length europe,negative,weak demand fundament expect pick season low christma initi stage h inflat ongo russia ukrain war like extend overal market length europ,negative,weak demand fundamentals expected pick seasonal lows christmas initial stages h inflation ongoing russia ukraine war likely extend overall market length europe,negative
154,"@akafacehots @publicans_suck @POTUS Go to Europe, where in many cases it exceeds the 7.1% of the US. Then again you don’t understand global economics either. You weren’t going to get through Covid without rampant inflation afterwards.",positive,go europe many cases exceeds us understand global economics either going get covid without rampant inflation afterwards,positive,go europ mani case exce us understand global econom either go get covid without rampant inflat afterward,neutral,go europe many cases exceeds us understand global economics either going get covid without rampant inflation afterwards,positive
155,Inflation in the Baltics: a warning for the rest of Europe https://t.co/6j8qE3NRVu,neutral,inflation baltics warning rest europe,neutral,inflat baltic warn rest europ,neutral,inflation baltics warning rest europe,neutral
156,"‼️🇺🇸40% of unhoused people in the U.S. are working full time jobs and getting off their shift to find out their car or tent was illegally taken by the city government.
#USA #Europe #MerryChristmas #ZelenskyWarCriminal #inflation #FTX #SBF_FTX #Crypto #SBF #Biden #Russia #Ukraine",negative,unhoused people u working full time jobs getting shift find car tent illegally taken city government usa europe merrychristmas zelenskywarcriminal inflation ftx sbf ftx crypto sbf biden russia ukraine,negative,unhous peopl u work full time job get shift find car tent illeg taken citi govern usa europ merrychristma zelenskywarcrimin inflat ftx sbf ftx crypto sbf biden russia ukrain,positive,unhoused people u working full time jobs getting shift find car tent illegally taken city government usa europe merrychristmas zelenskywarcriminal inflation ftx sbf ftx crypto sbf biden russia ukraine,negative
157,"Black Swan spreading its wings and about to create caos?

#BOJ fighting #Japan #inflation
#Europe rates going parabolic
$JPM collar now OTM
$TSLA in meltdown mode
$VIX incredibly compressed
Investors leveraged #YOLO in #stocks praying 🎅🏻 to save the year

Recipe for disaster ⚠️ https://t.co/a66D21FcfK",positive,black swan spreading wings create caos boj fighting japan inflation europe rates going parabolic jpm collar otm tsla meltdown mode vix incredibly compressed investors leveraged yolo stocks praying save year recipe disaster,positive,black swan spread wing creat cao boj fight japan inflat europ rate go parabol jpm collar otm tsla meltdown mode vix incred compress investor leverag yolo stock pray save year recip disast,negative,black swan spreading wings create caos boj fighting japan inflation europe rates going parabolic jpm collar otm tsla meltdown mode vix incredibly compressed investors leveraged yolo stocks praying save year recipe disaster,positive
158,"Print more to fight inflation.
total 🤡🌎

Spain announces $10.6 bln package to ease inflation pain

https://t.co/VGhCvoQGBZ",positive,print fight inflation total spain announces bln package ease inflation pain,neutral,print fight inflat total spain announc bln packag eas inflat pain,neutral,print fight inflation total spain announces bln package ease inflation pain,neutral
159,@lolo_Obi Yes plz tell me any opportunity for Master program in agriculture Agronomy Europe countries,neutral,yes plz tell opportunity master program agriculture agronomy europe countries,neutral,ye plz tell opportun master program agricultur agronomi europ countri,neutral,yes plz tell opportunity master program agriculture agronomy europe countries,neutral
160,@WCountryVoices @LindsayHoyle_MP @BBCPM What carnage? Do you mean the cost of living crisis / inflation / interest rates / strikes that are repeated throughout your beloved EU because of the war and pandemic? And also into USA. https://t.co/pLTGv1mDvm,positive,carnage mean cost living crisis inflation interest rates strikes repeated throughout beloved eu war pandemic also usa,positive,carnag mean cost live crisi inflat interest rate strike repeat throughout belov eu war pandem also usa,negative,carnage mean cost living crisis inflation interest rates strikes repeated throughout beloved eu war pandemic also usa,positive
161,@danny_mercer The nhs is bloated with ridiculous waste and it’s a political football. There will never be enough money. Labour started the decay with the PFI scam that continues to waste money decades later. Inflation is high across Europe. You are an activist,negative,nhs bloated ridiculous waste political football never enough money labour started decay pfi scam continues waste money decades later inflation high across europe activist,negative,nh bloat ridicul wast polit footbal never enough money labour start decay pfi scam continu wast money decad later inflat high across europ activist,positive,nhs bloated ridiculous waste political football never enough money labour started decay pfi scam continues waste money decades late inflation high across europe activist,negative
162,"@TheDemocrats @JoeBiden High inflation
High gas prices
War in Europe
Energy insecurity
High crime
Open borders

So many to choose from",positive,high inflation high gas prices war europe energy insecurity high crime open borders many choose,positive,high inflat high ga price war europ energi insecur high crime open border mani choos,positive,high inflation high gas prices war europe energy insecurity high crime open borders many choose,positive
163,Inflation in the Baltics: a warning for the rest of Europe https://t.co/HxTNKD9pPd,neutral,inflation baltics warning rest europe,neutral,inflat baltic warn rest europ,neutral,inflation baltics warning rest europe,neutral
164,"@Sissy_Iulia That’s anywhere in Europe - it’s just that the difference countries lie about the true rates to different extents. France and Germany have 11-13% real inflation rates, just like Spain and the U.K. - they just lie and pretend it isn’t happening",positive,anywhere europe difference countries lie true rates different extents france germany real inflation rates like spain u k lie pretend happening,positive,anywher europ differ countri lie true rate differ extent franc germani real inflat rate like spain u k lie pretend happen,positive,anywhere europe difference countries lie true rates different extents france germany real inflation rates like spain u k lie pretend happening,positive
165,Inflation in the Baltics: a warning for the rest of Europe https://t.co/4DkHE4vPAc,neutral,inflation baltics warning rest europe,neutral,inflat baltic warn rest europ,neutral,inflation baltics warning rest europe,neutral
166,Inflation in the Baltics: a warning for the rest of Europe https://t.co/YMDwJWqIuv,neutral,inflation baltics warning rest europe,neutral,inflat baltic warn rest europ,neutral,inflation baltics warning rest europe,neutral
167,"@batalasart @HempJoco @NotKevinSeifert @ImMeme0 Yes, agriculture goes back at least 6000 years in northern Europe, only part of West Africa had agriculture before the time of the Roman Empire.",negative,yes agriculture goes back least years northern europe part west africa agriculture time roman empire,negative,ye agricultur goe back least year northern europ part west africa agricultur time roman empir,negative,yes agriculture goes back least years northern europe part west africa agriculture time roman empire,negative
168,"Brexit - Pound has taken a beating, making imports more expensive and stoking #inflation while failing to boost exports

""The most plausible reason as to why #Britain is doing comparatively worse than comparable countries is Brexit,""

#economy #Europe #business #UK",positive,brexit pound taken beating making imports expensive stoking inflation failing boost exports plausible reason britain comparatively worse comparable countries brexit economy europe business uk,negative,brexit pound taken beat make import expens stoke inflat fail boost export plausibl reason britain compar wors compar countri brexit economi europ busi uk,negative,brexit pound taken beating making imports expensive stoking inflation failing boost exports plausible reason britain comparatively bad comparable countries brexit economy europe business uk,negative
169,"@POTUS 🛑 Europe accuses US of profiting from #UkraineRussiaWar.
— EU officials attack Joe #Biden over sky-high gas prices, weapons sales and trade as Vladimir Putins War threatens to destroy Western unity.
#Economy #EU #profiting
https://t.co/hDYQkxMCYs",negative,europe accuses us profiting ukrainerussiawar eu officials attack joe biden sky high gas prices weapons sales trade vladimir putins war threatens destroy western unity economy eu profiting,negative,europ accus us profit ukrainerussiawar eu offici attack joe biden sky high ga price weapon sale trade vladimir putin war threaten destroy western uniti economi eu profit,negative,europe accuses us profiting ukrainerussiawar eu officials attack joe biden sky high gas prices weapons sales trade vladimir putins war threatens destroy western unity economy eu profiting,negative
170,"Ukraine’s economy was projected to shrink about 40% this year, with agriculture and other crucial sectors starkly affected by Russia’s invasion. https://t.co/Lgl6q7ccX5",negative,ukraine economy projected shrink year agriculture crucial sectors starkly affected russia invasion,negative,ukrain economi project shrink year agricultur crucial sector starkli affect russia invas,neutral,ukraine economy projected shrink year agriculture crucial sectors starkly affected russia invasion,negative
171,Inflation in the Baltics: a warning for the rest of Europe https://t.co/TRDc0wJ7ds,neutral,inflation baltics warning rest europe,neutral,inflat baltic warn rest europ,neutral,inflation baltics warning rest europe,neutral
172,"Inflation in the Baltics: a warning for the rest of Europe - “People are buying less. It’s hard. Everybody is trying harder, wearing what they already have more, shopping less.” https://t.co/80hxdtzATB with @rmilneNordic",negative,inflation baltics warning rest europe people buying less hard everybody trying harder wearing already shopping less,negative,inflat baltic warn rest europ peopl buy less hard everybodi tri harder wear alreadi shop less,negative,inflation baltics warning rest europe people buying less hard everybody trying hard wearing already shopping less,negative
173,"@batalasart @HempJoco @NotKevinSeifert @ImMeme0 I am not sure of your point. We were not talking about where agriculture was developed, but rather whether Europe had widespread agriculture earlier than sub-Saharan Africa. Obviously, it did. By thousands of years.",negative,sure point talking agriculture developed rather whether europe widespread agriculture earlier sub saharan africa obviously thousands years,positive,sure point talk agricultur develop rather whether europ widespread agricultur earlier sub saharan africa obvious thousand year,positive,sure point talking agriculture developed rather whether europe widespread agriculture early sub saharan africa obviously thousands years,positive
174,"Fighting fire with fire, brilliant.   https://t.co/7yCDroD3sr",positive,fighting fire fire brilliant,positive,fight fire fire brilliant,positive,fighting fire fire brilliant,positive
175,This action will have the opposite effect. Increasing spending with borrowed money will lead to higher prices.  https://t.co/u3pNiUm4xY,positive,action opposite effect increasing spending borrowed money lead higher prices,positive,action opposit effect increas spend borrow money lead higher price,positive,action opposite effect increasing spending borrowed money lead high prices,positive
176,"Brexit has erected #trade barriers for #UK businesses and foreign companies that used #Britain as #European base. It's weighing on imports/exports, sapping #investment and contributing to labor shortages. All this has exacerbated Britain's #inflation problem

#economy #Europe",negative,brexit erected trade barriers uk businesses foreign companies used britain european base weighing imports exports sapping investment contributing labor shortages exacerbated britain inflation problem economy europe,negative,brexit erect trade barrier uk busi foreign compani use britain european base weigh import export sap invest contribut labor shortag exacerb britain inflat problem economi europ,negative,brexit erected trade barriers uk businesses foreign companies used britain european base weighing imports exports sapping investment contributing labor shortages exacerbated britain inflation problem economy europe,negative
177,@SammiBaluch It is highly strange. Normal people work for a living how is Mama Qadeer and all those standing in the photo funding themselves 🤔 Even with countries in Europe where the cost of living is high and in Pakistan due to inflation but it amazes me these guys never work 🤨,positive,highly strange normal people work living mama qadeer standing photo funding even countries europe cost living high pakistan due inflation amazes guys never work,positive,highli strang normal peopl work live mama qadeer stand photo fund even countri europ cost live high pakistan due inflat amaz guy never work,positive,highly strange normal people work living mama qadeer standing photo funding even countries europe cost living high pakistan due inflation amazes guys never work,positive
178,"📰 Inflation in the Baltics: a warning for the rest of Europe 

Powered by https://t.co/PtyRcaV0eT

https://t.co/xaqHIowc0X",neutral,inflation baltics warning rest europe powered,neutral,inflat baltic warn rest europ power,neutral,inflation baltics warning rest europe powered,neutral
179,"@s0r1ns3c @kylebrussell @Not_A_T_rr_r_st @MedvedevRussiaE The most cheroot government in Europe, currently with an acting dictator who has dissolved all political opposition. 2 years of near double digit inflation is not normal. Losing $50 billion in aid does not help",positive,cheroot government europe currently acting dictator dissolved political opposition years near double digit inflation normal losing billion aid help,positive,cheroot govern europ current act dictat dissolv polit opposit year near doubl digit inflat normal lose billion aid help,positive,cheroot government europe currently acting dictator dissolved political opposition years near double digit inflation normal losing billion aid help,positive
180,Inflation in the Baltics: a warning for the rest of Europe https://t.co/DVethDT3kq,neutral,inflation baltics warning rest europe,neutral,inflat baltic warn rest europ,neutral,inflation baltics warning rest europe,neutral
181,Inflation in the Baltics: a warning for the rest of Europe https://t.co/telQurvRE8,neutral,inflation baltics warning rest europe,neutral,inflat baltic warn rest europ,neutral,inflation baltics warning rest europe,neutral
182,"@davidmhk1 @SkyNewsAust Good, power is cheap, plenty of cheap food and low inflation. How is Europe going?",positive,good power cheap plenty cheap food low inflation europe going,positive,good power cheap plenti cheap food low inflat europ go,positive,good power cheap plenty cheap food low inflation europe going,positive
183,"@SkyNewsAust Isn't it funny that Europe, the UK, and the US amongst others are all suffering from high inflation, increased energy bills and interest rate hikes. Albo must be responsible for all of that.",positive,funny europe uk us amongst others suffering high inflation increased energy bills interest rate hikes albo must responsible,positive,funni europ uk us amongst other suffer high inflat increas energi bill interest rate hike albo must respons,positive,funny europe uk us amongst others suffering high inflation increased energy bills interest rate hikes albo must responsible,positive
184,"@SpaceInMiBrain @Fibonashrimp @fasc1nate What historical data does one use to extrapolate knitting wasn't ""invented"" until 1000 years after the Romans? I'm not going to argue these pieces *were* used for knitting but have a serious issue w/ knitting dating to 1500 in western Europe. Weaving predates agriculture.",negative,historical data one use extrapolate knitting invented years romans going argue pieces used knitting serious issue w knitting dating western europe weaving predates agriculture,negative,histor data one use extrapol knit invent year roman go argu piec use knit seriou issu w knit date western europ weav predat agricultur,neutral,historical data one use extrapolate knitting invented years romans going argue pieces used knitting serious issue w knitting dating western europe weaving predates agriculture,negative
185,Inflation in the Baltics: a warning for the rest of Europe https://t.co/KFmSWa1qAZ,neutral,inflation baltics warning rest europe,neutral,inflat baltic warn rest europ,neutral,inflation baltics warning rest europe,neutral
186,"#BLOpinion | The Indian steel industry’s performance in 2022 is the bright spot in a gloomy world scenario spurred by inflation, looming recession, and the energy crisis in Europe. 

https://t.co/Co0TcVbZRl",positive,blopinion indian steel industry performance bright spot gloomy world scenario spurred inflation looming recession energy crisis europe,positive,blopinion indian steel industri perform bright spot gloomi world scenario spur inflat loom recess energi crisi europ,positive,blopinion indian steel industry performance bright spot gloomy world scenario spurred inflation looming recession energy crisis europe,positive
187,"Inflation in the Baltics: a warning for the rest of Europe

Inflation in the Baltics is double what it is in the Euro area. 
Inflation was structurally higher before the war and they benefit from years of significant wage growth that cushions inflation. https://t.co/yZV9vf13q0",positive,inflation baltics warning rest europe inflation baltics double euro area inflation structurally higher war benefit years significant wage growth cushions inflation,positive,inflat baltic warn rest europ inflat baltic doubl euro area inflat structur higher war benefit year signific wage growth cushion inflat,positive,inflation baltics warning rest europe inflation baltics double euro area inflation structurally high war benefit years significant wage growth cushions inflation,positive
188,"ABLE IS THE “ARYAN WHO PROMISED EUROPEAN ARYAN FATHER TO KEEP MY BROTHER MY BACKPACK”

CAIN IS THE “FOREIGNER THE FOREIGN CHILD WHOSE INVOICE IS NEGATIVE CALLED A CHRISTMASS CANDY CANE IN EUROPE CALLED A SCYTHE FOR FOREIGN WEEDS FOREIGN GRASS FOREIGN AGRICULTURE PRODUCTS THAT",negative,able aryan promised european aryan father keep brother backpack cain foreigner foreign child whose invoice negative called christmass candy cane europe called scythe foreign weeds foreign grass foreign agriculture products,negative,abl aryan promis european aryan father keep brother backpack cain foreign foreign child whose invoic neg call christmass candi cane europ call scyth foreign weed foreign grass foreign agricultur product,negative,able aryan promised european aryan father keep brother backpack cain foreigner foreign child whose invoice negative called christmass candy cane europe called scythe foreign weeds foreign grass foreign agriculture products,negative
189,Inflation in the Baltics: a warning for the rest of Europe https://t.co/m95ulEjVs3,neutral,inflation baltics warning rest europe,neutral,inflat baltic warn rest europ,neutral,inflation baltics warning rest europe,neutral
190,"Inflation in the Baltics: a warning for the rest of Europe via @FT
 https://t.co/pmV8bi5K1L",neutral,inflation baltics warning rest europe via,neutral,inflat baltic warn rest europ via,neutral,inflation baltics warning rest europe via,neutral
191,Inflation in the Baltics: a warning for the rest of Europe  https://t.co/aHzHQB02hK,neutral,inflation baltics warning rest europe,neutral,inflat baltic warn rest europ,neutral,inflation baltics warning rest europe,neutral
192,"@nianello6 @HempJoco @NotKevinSeifert @ImMeme0 There aren't any Bantu speakers in West Africa, and note the map excluding Europe. And agriculture didn't arrive in Africa, these are independent developments",neutral,bantu speakers west africa note map excluding europe agriculture arrive africa independent developments,neutral,bantu speaker west africa note map exclud europ agricultur arriv africa independ develop,neutral,bantu speakers west africa note map excluding europe agriculture arrive africa independent developments,neutral
193,"@EvanWorle @jimstinson @DavidAFrench So I got bigger fish to fry with my limited intellectual energy.

Like a land war in Europe, inflation, and the fact the previous president commited treason and people are to partisan and weird to realize it. To busy denying elections. To busy sucking putins cock.",negative,got bigger fish fry limited intellectual energy like land war europe inflation fact previous president commited treason people partisan weird realize busy denying elections busy sucking putins cock,negative,got bigger fish fri limit intellectu energi like land war europ inflat fact previou presid commit treason peopl partisan weird realiz busi deni elect busi suck putin cock,positive,got big fish fry limited intellectual energy like land war europe inflation fact previous president commited treason people partisan weird realize busy denying elections busy sucking putins cock,negative
